"spam","to_multiple","from","cc","sent_email","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.233,48,"Plain","no","yes","no",2,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",7.387,158,"HTML","no","no","no",9,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.688,142,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.27,151,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",7.814,293,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.292,13,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.729,174,"HTML","yes","no","no",6,"small"
"spam","no","yes","no","no","yes","yes","yes","no","no","no",2.884,79,"HTML","no","no","no",4,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.708,100,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.313,156,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",8.743,319,"HTML","yes","no","no",19,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.206,141,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","yes","no","no","no","no",1.008,42,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",23.466,552,"HTML","yes","no","no",12,"big"
"spam","no","yes","no","no","no","no","yes","yes","no","no",8.886,189,"HTML","no","yes","no",9,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",5.276,62,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",23.608,602,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","yes","yes","no","no","no","no",7.218,186,"HTML","yes","no","no",8,"small"
"notspam","yes","yes","no","yes","yes","yes","yes","no","no","no",16.185,558,"HTML","no","no","no",11,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",64.401,1167,"HTML","no","no","no",13,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.192,7,"Plain","no","no","no",0,"none"
"spam","yes","yes","no","no","no","no","no","no","no","no",0.443,13,"Plain","no","no","no",0,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",2.077,19,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.977,81,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.972,13,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",11.345,169,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",36.356,710,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.997,28,"Plain","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.091,136,"Plain","no","no","no",0,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",17.062,513,"HTML","no","no","no",19,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.731,642,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.884,141,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",14.043,255,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","yes","no","no","no","no",0.724,15,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",6.143,113,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.268,32,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.083,22,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",3.343,95,"HTML","yes","no","no",8,"small"
"notspam","no","yes","no","yes","no","no","yes","yes","no","no",40.649,887,"HTML","yes","no","no",18,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.458,16,"Plain","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","yes","no","no","no",10.002,298,"HTML","no","no","no",1,"none"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",14.241,308,"HTML","yes","no","no",6,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",28.759,699,"HTML","no","no","no",4,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",9.308,123,"Plain","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.09,7,"HTML","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",8.968,294,"HTML","yes","no","no",8,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.888,664,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.075,3,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",9.847,226,"HTML","yes","yes","no",14,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.809,34,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",43.303,722,"HTML","no","no","no",33,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",56.802,896,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",20.451,383,"HTML","no","yes","no",7,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.894,148,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.73,323,"HTML","no","yes","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",0.537,18,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","yes","no","no",0.838,36,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",33.136,788,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",52.606,1894,"HTML","no","no","no",20,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.72,84,"HTML","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",0.518,17,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",13.783,464,"HTML","no","no","no",19,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.954,86,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.145,132,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.8,63,"HTML","yes","no","no",2,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.865,15,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.529,80,"HTML","no","no","no",1,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",1.107,25,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.807,664,"HTML","no","no","no",1,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",0.554,12,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.977,152,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",16.659,262,"HTML","no","yes","no",20,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",11.545,325,"HTML","yes","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.708,75,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.508,234,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.575,53,"HTML","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.957,16,"HTML","no","no","no",0,"big"
"spam","no","yes","no","no","no","no","yes","no","no","yes",7.066,158,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.23,4,"HTML","no","no","no",0,"none"
"notspam","yes","yes","no","yes","no","yes","no","no","no","no",1.857,37,"HTML","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",7.015,227,"Plain","yes","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.122,7,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.781,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.008,22,"HTML","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","no","no","no","no",1.001,15,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.487,174,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",4.446,87,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.984,632,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.266,78,"HTML","no","yes","no",2,"small"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",1.888,35,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","yes","no","no","no","no",0.347,18,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.827,326,"HTML","no","yes","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",15.918,254,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","yes","no","no","no",12.255,260,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.524,48,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.298,12,"Plain","no","yes","no",0,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",18.261,372,"HTML","yes","no","no",24,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",31.042,740,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",17.109,316,"HTML","yes","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.128,5,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.831,17,"Plain","no","no","no",0,"small"
"spam","no","yes","no","no","no","yes","no","no","no","no",0.424,22,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.732,20,"HTML","no","yes","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.789,21,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",3.924,112,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",21.218,616,"HTML","yes","no","no",10,"small"
"spam","no","yes","no","no","no","yes","no","no","no","no",0.558,23,"Plain","no","no","no",1,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.725,23,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","yes","yes","yes","no","no","no","no",7.979,211,"HTML","yes","no","no",12,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.811,27,"Plain","yes","no","no",3,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.024,18,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",5.362,107,"HTML","no","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",5.032,88,"HTML","no","no","no",6,"big"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",4.766,117,"HTML","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.055,27,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.232,12,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","yes","yes","no","no","no","no",19.986,452,"HTML","no","no","no",29,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.376,240,"HTML","no","no","no",5,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.622,17,"Plain","yes","no","no",2,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",4.382,86,"HTML","no","no","no",6,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",22.156,398,"HTML","no","no","no",28,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",1.222,35,"Plain","no","no","no",1,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.636,37,"HTML","no","no","no",1,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.849,17,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",10.368,198,"HTML","no","no","no",1,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",25.597,418,"HTML","no","no","no",34,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.517,20,"HTML","no","no","no",2,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",2.468,48,"Plain","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",28.852,707,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.937,50,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.732,45,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.439,621,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.713,16,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.973,54,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.66,17,"HTML","no","no","no",0,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",0.436,12,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",11.223,512,"HTML","no","no","no",9,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.199,86,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",17.188,578,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.417,172,"HTML","yes","no","no",12,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.859,15,"HTML","no","no","no",1,"small"
"spam","yes","yes","no","no","no","no","no","no","no","no",0.553,21,"HTML","no","yes","no",2,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",1.713,23,"HTML","no","no","no",4,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.591,64,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.122,32,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.406,25,"Plain","no","yes","no",3,"none"
"notspam","no","yes","no","yes","no","yes","no","no","no","no",0.004,2,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.852,128,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.649,20,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",9.178,127,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","yes","no","yes","no","no","no","no",32.054,893,"Plain","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",5.856,164,"HTML","yes","no","no",4,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.486,27,"Plain","no","no","no",2,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.723,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","yes","no","no","no",8.466,216,"Plain","yes","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",16.776,329,"HTML","yes","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.116,211,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",27.723,682,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",15.757,351,"HTML","no","no","no",2,"big"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",15.27,192,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.49,40,"Plain","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",4.849,78,"HTML","yes","no","no",14,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",31.462,753,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.552,29,"Plain","no","no","no",1,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.189,636,"HTML","no","no","no",3,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",2.258,81,"HTML","yes","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",25.176,714,"Plain","yes","no","no",1,"small"
"spam","no","yes","no","no","no","no","no","no","yes","no",0.249,11,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",23.172,456,"HTML","no","no","no",57,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.389,136,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",68.562,1632,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.799,30,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","yes",30.511,496,"HTML","no","no","no",9,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",7.767,150,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.802,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.605,18,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.525,16,"Plain","yes","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.215,183,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.785,98,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.884,117,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",31.424,411,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.351,64,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",1.466,31,"Plain","yes","no","no",0,"small"
"spam","yes","yes","no","no","no","yes","no","no","no","no",0.424,22,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.456,37,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.755,135,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",10.073,184,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",11.479,427,"HTML","no","no","no",6,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",15.126,343,"HTML","no","yes","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.87,23,"Plain","no","no","no",0,"big"
"spam","no","yes","no","no","no","no","yes","no","no","no",0.516,18,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.972,13,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.128,45,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",13.337,256,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.711,23,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",23.704,467,"HTML","yes","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.233,34,"Plain","no","no","no",2,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.199,150,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",9.521,201,"HTML","no","no","no",9,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.533,37,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.768,23,"Plain","yes","no","no",2,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",6.129,85,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",11.876,269,"HTML","no","no","no",7,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.247,9,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","yes","no","no","no","no",2.685,71,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.27,106,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",31.847,758,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.741,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.938,69,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",1.854,47,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.986,17,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.432,13,"HTML","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",1.412,28,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.281,636,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.005,55,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",34.733,816,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.996,146,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",4.995,130,"HTML","yes","no","no",8,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.972,645,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",14.634,305,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","yes","no","yes","no","no","no","no",7.742,263,"HTML","no","no","no",1,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.25,60,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","yes","no",9.694,268,"HTML","yes","no","no",3,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",2.147,51,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",95.308,2355,"HTML","no","no","no",915,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.078,18,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.208,653,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",8.815,196,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","yes","no","no","no","yes","no","no","no",11.295,251,"HTML","no","no","no",5,"small"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",4.373,120,"HTML","yes","no","no",7,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",31.362,750,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","no","no","no","yes","no","no","no",9.5,250,"Plain","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",2.776,102,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",0.978,14,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.549,84,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",19.985,424,"HTML","no","no","no",15,"big"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",7.735,189,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",23.759,604,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.19,129,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",21.776,521,"HTML","no","no","no",8,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",8.752,201,"HTML","no","no","no",1,"small"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",17.3,477,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",0.321,12,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",18.945,249,"HTML","no","yes","no",16,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",4.56,98,"HTML","no","no","no",2,"big"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",40.771,1278,"Plain","yes","no","no",2,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",13.788,169,"Plain","yes","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",12.833,173,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.123,8,"HTML","yes","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.969,14,"HTML","no","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",3.799,91,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.061,18,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.31,32,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",15.729,221,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.618,107,"HTML","no","no","no",1,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.731,661,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",13.875,189,"HTML","no","yes","no",22,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",1.253,36,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.545,13,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","yes","no","yes","no",94.31,2265,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.129,114,"HTML","no","no","no",3,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",7.894,125,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","yes","no","no","no","no",1.096,23,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.115,133,"HTML","no","no","no",0,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.228,30,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.025,137,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.644,16,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.652,145,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.339,15,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.198,113,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","yes","no","yes","no","no","no","no",5.834,127,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",22.817,446,"HTML","no","no","no",55,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.285,50,"Plain","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",50.57,1548,"Plain","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",30.147,649,"HTML","no","no","no",4,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.904,665,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",4.124,114,"Plain","yes","no","no",2,"small"
